Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1249080,-,-,-,40.85,-73.86,0,22,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,AOD,Clearsky DHI,Cloud Type,Precipitable Water,Wind Speed,Surface Albedo,Relative Humidity,Ozone
2006,6,29,11,0,21.3,0.645,113,4,4.1000000000000005,0.9,0.13,97.79,0.311
2006,6,29,11,30,21.700000000000003,0.645,152,8,4.1000000000000005,0.9,0.13,95.44,0.312
2006,6,29,12,0,22,0.6950000000000001,190,8,4.1000000000000005,0.9,0.13,95.93,0.312
2006,6,29,12,30,22.5,0.6950000000000001,219,7,4.1000000000000005,0.9,0.13,93.07000000000001,0.312
2006,6,29,13,0,22.900000000000002,0.72,248,8,4,0.9,0.13,90.92,0.312
2006,6,29,13,30,23.3,0.72,270,8,4,0.9,0.13,88.75,0.312
2006,6,29,14,0,23.700000000000003,0.722,288,7,3.9000000000000004,0.9,0.13,83.79,0.312
2006,6,29,14,30,24,0.722,303,8,3.9000000000000004,0.9,0.13,82.3,0.312
2006,6,29,15,0,24.400000000000002,0.424,233,7,3.8000000000000003,0.9,0.13,78.87,0.312
2006,6,29,15,30,24.6,0.424,239,7,3.7,1,0.13,77.94,0.312
2006,6,29,16,0,24.900000000000002,0.385,229,7,3.7,1,0.13,76.36,0.312
2006,6,29,16,30,24.900000000000002,0.385,231,7,3.6,1.1,0.13,76.29,0.312
2006,6,29,17,0,25,0.359,223,3,3.6,1.3,0.13,76.62,0.312
2006,6,29,17,30,25,0.359,222,3,3.6,1.4000000000000001,0.13,76.62,0.311
2006,6,29,18,0,24.900000000000002,0.497,265,7,3.5,1.5,0.13,78.66,0.311
2006,6,29,18,30,24.8,0.497,260,7,3.5,1.5,0.13,79.13,0.311
2006,6,29,19,0,24.700000000000003,0.451,240,8,3.4000000000000004,1.6,0.13,81.41,0.311
2006,6,29,19,30,24.6,0.451,233,7,3.3000000000000003,1.5,0.13,81.89,0.312
2006,6,29,20,0,24.6,0.40800000000000003,211,8,3.2,1.5,0.13,83.82000000000001,0.312
2006,6,29,20,30,24.400000000000002,0.40800000000000003,200,6,3.2,1.5,0.13,84.82000000000001,0.313
2006,6,29,21,0,24.200000000000003,0.388,182,8,3.1,1.5,0.13,87.49,0.314
2006,6,29,21,30,23.8,0.388,167,8,3.1,1.6,0.13,89.61,0.314
2006,6,29,22,0,23.400000000000002,0.394,149,8,3.2,1.8,0.13,91.93,0.315
2006,6,29,22,30,22.900000000000002,0.394,126,7,3.2,1.9000000000000001,0.13,94.84,0.315
2006,6,29,23,0,22.400000000000002,0.404,99,6,3.3000000000000003,2,0.13,96.22,0.316
2006,6,29,23,30,22,0.404,65,6,3.3000000000000003,1.9000000000000001,0.13,98.58,0.316
2006,6,30,0,0,21.6,0.41000000000000003,27,7,3.3000000000000003,1.8,0.13,98.21000000000001,0.317
2006,6,30,0,30,21.400000000000002,0.41000000000000003,0,7,3.2,1.8,0.13,99.42,0.318
2006,6,30,1,0,21.200000000000003,0.377,0,7,3.2,1.7000000000000002,0.13,98.49000000000001,0.319
2006,6,30,1,30,21.1,0.377,0,7,3.2,1.6,0.13,99.09,0.32
2006,6,30,2,0,20.900000000000002,0.335,0,7,3.1,1.6,0.13,98.79,0.322
2006,6,30,2,30,20.8,0.335,0,7,3.1,1.5,0.13,99.4,0.325
2006,6,30,3,0,20.700000000000003,0.303,0,7,3,1.5,0.13,98.3,0.327
2006,6,30,3,30,20.400000000000002,0.303,0,7,3,1.3,0.13,100,0.331
2006,6,30,4,0,20.1,0.28800000000000003,0,7,2.9000000000000004,1.2000000000000002,0.13,99.38,0.335
2006,6,30,4,30,19.8,0.28800000000000003,0,7,2.8000000000000003,1.1,0.13,100,0.339
2006,6,30,5,0,19.5,0.28400000000000003,0,7,2.8000000000000003,1,0.13,100,0.34400000000000003
2006,6,30,5,30,19.3,0.28400000000000003,0,4,2.7,1,0.13,100,0.34800000000000003
2006,6,30,6,0,19,0.28600000000000003,0,7,2.7,1.1,0.13,99.8,0.352
2006,6,30,6,30,18.8,0.28600000000000003,0,1,2.6,1.1,0.13,100,0.355
2006,6,30,7,0,18.5,0.289,0,0,2.6,1.1,0.13,99.47,0.358
2006,6,30,7,30,18.2,0.289,0,0,2.5,1.1,0.13,100,0.361
2006,6,30,8,0,17.900000000000002,0.297,0,0,2.5,1.1,0.13,99.83,0.363
2006,6,30,8,30,17.7,0.297,0,0,2.4000000000000004,1.1,0.13,100,0.361
2006,6,30,9,0,17.5,0.313,0,0,2.4000000000000004,1.2000000000000002,0.13,98.98,0.359
2006,6,30,9,30,17.8,0.313,0,0,2.4000000000000004,1.3,0.13,97.13,0.354
2006,6,30,10,0,18,0.327,29,0,2.4000000000000004,1.5,0.13,95.13,0.34900000000000003
2006,6,30,10,30,18.5,0.327,63,0,2.4000000000000004,1.6,0.13,92.29,0.34800000000000003
2006,6,30,11,0,19,0.326,92,0,2.3000000000000003,1.7000000000000002,0.13,88.18,0.34700000000000003
2006,6,30,11,30,19.8,0.326,116,0,2.3000000000000003,1.7000000000000002,0.13,83.91,0.34600000000000003
2006,6,30,12,0,20.5,0.275,126,0,2.3000000000000003,1.7000000000000002,0.13,77.42,0.34500000000000003
2006,6,30,12,30,21.1,0.275,139,0,2.3000000000000003,1.6,0.13,74.63,0.343
2006,6,30,13,0,21.8,0.259,146,0,2.3000000000000003,1.6,0.13,69.96000000000001,0.341
2006,6,30,13,30,22.3,0.259,155,0,2.3000000000000003,1.5,0.13,67.87,0.339
2006,6,30,14,0,22.8,0.23900000000000002,156,0,2.3000000000000003,1.5,0.13,65.77,0.337
2006,6,30,14,30,23.3,0.23900000000000002,162,0,2.3000000000000003,1.4000000000000001,0.13,63.82,0.337
2006,6,30,15,0,23.700000000000003,0.23,163,0,2.4000000000000004,1.4000000000000001,0.13,62.78,0.337
2006,6,30,15,30,24,0.23,167,0,2.4000000000000004,1.5,0.13,61.67,0.338
2006,6,30,16,0,24.3,0.225,167,0,2.5,1.5,0.13,61.370000000000005,0.339
2006,6,30,16,30,24.6,0.225,168,0,2.5,1.5,0.13,60.29,0.339
2006,6,30,17,0,24.8,0.215,165,0,2.5,1.5,0.13,60.36,0.34
2006,6,30,17,30,25,0.215,164,0,2.5,1.5,0.13,59.65,0.34
2006,6,30,18,0,25.1,0.296,194,0,2.5,1.5,0.13,59.800000000000004,0.34
2006,6,30,18,30,25.200000000000003,0.296,191,0,2.5,1.4000000000000001,0.13,59.45,0.34
2006,6,30,19,0,25.3,0.304,189,0,2.6,1.4000000000000001,0.13,59.33,0.34
2006,6,30,19,30,25.200000000000003,0.304,183,0,2.6,1.4000000000000001,0.13,59.68,0.34
2006,6,30,20,0,25.1,0.32,181,0,2.6,1.3,0.13,60.2,0.34
2006,6,30,20,30,24.900000000000002,0.32,172,0,2.7,1.3,0.13,60.910000000000004,0.339
2006,6,30,21,0,24.700000000000003,0.32,161,0,2.7,1.2000000000000002,0.13,63.81,0.339
2006,6,30,21,30,24.3,0.32,147,0,2.8000000000000003,1.2000000000000002,0.13,65.35,0.339
2006,6,30,22,0,23.900000000000002,0.311,130,0,2.9000000000000004,1.1,0.13,71.13,0.338
2006,6,30,22,30,23.1,0.311,111,0,2.9000000000000004,1.1,0.13,74.63,0.338
2006,6,30,23,0,22.400000000000002,0.312,87,3,3,1,0.13,80.87,0.338
2006,6,30,23,30,21.6,0.312,59,1,3,1,0.13,84.9,0.338
2006,7,1,0,0,20.8,0.295,26,8,3.1,1.1,0.13,86.3,0.338
2006,7,1,0,30,20.6,0.295,0,8,3.1,1.1,0.13,87.36,0.338
2006,7,1,1,0,20.400000000000002,0.277,0,4,3.1,1.2000000000000002,0.13,88.10000000000001,0.339
2006,7,1,1,30,20.1,0.277,0,4,3.1,1.2000000000000002,0.13,89.75,0.339
2006,7,1,2,0,19.8,0.253,0,4,3.1,1.2000000000000002,0.13,91.77,0.34
2006,7,1,2,30,19.5,0.253,0,4,3,1.2000000000000002,0.13,93.49,0.341
2006,7,1,3,0,19.3,0.225,0,7,3,1.2000000000000002,0.13,94.39,0.342
2006,7,1,3,30,19,0.225,0,8,2.9000000000000004,1.2000000000000002,0.13,96.16,0.34400000000000003
2006,7,1,4,0,18.7,0.20500000000000002,0,7,2.7,1.1,0.13,96.9,0.34500000000000003
2006,7,1,4,30,18.3,0.20500000000000002,0,7,2.6,1.1,0.13,99.35000000000001,0.34700000000000003
2006,7,1,5,0,18,0.196,0,7,2.5,1.1,0.13,99.26,0.34900000000000003
2006,7,1,5,30,17.6,0.196,0,1,2.4000000000000004,1.1,0.13,100,0.35100000000000003
2006,7,1,6,0,17.3,0.197,0,0,2.4000000000000004,1,0.13,100,0.354
2006,7,1,6,30,17,0.197,0,0,2.3000000000000003,1,0.13,100,0.357
2006,7,1,7,0,16.6,0.212,0,0,2.3000000000000003,1,0.13,100,0.36
2006,7,1,7,30,16.400000000000002,0.212,0,0,2.3000000000000003,0.9,0.13,100,0.363
2006,7,1,8,0,16.2,0.241,0,0,2.3000000000000003,0.9,0.13,100,0.366
2006,7,1,8,30,16.2,0.241,0,0,2.3000000000000003,0.8,0.13,100,0.367
2006,7,1,9,0,16.1,0.271,0,0,2.4000000000000004,0.8,0.13,100,0.368
2006,7,1,9,30,16.900000000000002,0.271,0,0,2.4000000000000004,0.8,0.13,96.5,0.367
2006,7,1,10,0,17.7,0.293,28,0,2.4000000000000004,0.8,0.13,95.29,0.367
2006,7,1,10,30,18.400000000000002,0.293,60,0,2.4000000000000004,0.8,0.13,91.2,0.367
2006,7,1,11,0,19.1,0.3,88,0,2.4000000000000004,0.8,0.13,90.53,0.366
2006,7,1,11,30,20.200000000000003,0.3,110,0,2.4000000000000004,0.9,0.13,84.58,0.365
2006,7,1,12,0,21.3,0.262,121,0,2.4000000000000004,0.9,0.13,83.63,0.363
2006,7,1,12,30,22.5,0.262,135,0,2.4000000000000004,1.1,0.13,77.75,0.36
2006,7,1,13,0,23.700000000000003,0.263,146,0,2.4000000000000004,1.3,0.13,68.71000000000001,0.358
2006,7,1,13,30,24.200000000000003,0.263,156,0,2.4000000000000004,1.4000000000000001,0.13,66.68,0.355
2006,7,1,14,0,24.8,0.271,166,0,2.4000000000000004,1.5,0.13,63.01,0.352
2006,7,1,14,30,25.200000000000003,0.271,172,0,2.4000000000000004,1.5,0.13,61.53,0.35000000000000003
2006,7,1,15,0,25.6,0.28,180,0,2.4000000000000004,1.6,0.13,59.75,0.34900000000000003
2006,7,1,15,30,25.900000000000002,0.28,184,0,2.4000000000000004,1.6,0.13,58.7,0.34700000000000003
2006,7,1,16,0,26.3,0.295,193,0,2.5,1.7000000000000002,0.13,57.22,0.34600000000000003
2006,7,1,16,30,26.5,0.295,194,0,2.5,1.7000000000000002,0.13,56.550000000000004,0.34400000000000003
2006,7,1,17,0,26.6,0.312,201,0,2.5,1.8,0.13,56.4,0.343
2006,7,1,17,30,26.700000000000003,0.312,200,0,2.5,1.8,0.13,56.01,0.341
2006,7,1,18,0,26.8,0.34600000000000003,210,0,2.6,1.8,0.13,56.2,0.34
2006,7,1,18,30,26.8,0.34600000000000003,207,0,2.6,1.9000000000000001,0.13,56.2,0.34
2006,7,1,19,0,26.8,0.37,210,0,2.6,1.9000000000000001,0.13,57.2,0.339
2006,7,1,19,30,26.6,0.37,206,3,2.6,1.9000000000000001,0.13,57.82,0.339
2006,7,1,20,0,26.400000000000002,0.373,199,3,2.6,1.9000000000000001,0.13,60.480000000000004,0.339
2006,7,1,20,30,26.1,0.373,189,3,2.6,1.9000000000000001,0.13,61.56,0.338
2006,7,1,21,0,25.8,0.369,175,3,2.7,1.9000000000000001,0.13,65.65,0.338
2006,7,1,21,30,25.3,0.369,160,4,2.7,1.9000000000000001,0.13,67.62,0.337
2006,7,1,22,0,24.900000000000002,0.371,143,3,2.7,1.8,0.13,71.74,0.336
2006,7,1,22,30,24.200000000000003,0.371,121,3,2.7,1.8,0.13,74.79,0.335
2006,7,1,23,0,23.6,0.378,95,3,2.7,1.7000000000000002,0.13,78.64,0.333
2006,7,1,23,30,22.900000000000002,0.378,63,4,2.7,1.7000000000000002,0.13,82.03,0.332
2006,7,2,0,0,22.200000000000003,0.406,26,3,2.8000000000000003,1.7000000000000002,0.13,84.4,0.332
2006,7,2,0,30,22,0.406,0,3,2.8000000000000003,1.7000000000000002,0.13,85.44,0.332
2006,7,2,1,0,21.8,0.435,0,3,2.8000000000000003,1.8,0.13,86.25,0.332
2006,7,2,1,30,21.6,0.435,0,3,2.7,1.9000000000000001,0.13,87.31,0.332
2006,7,2,2,0,21.400000000000002,0.457,0,7,2.7,1.9000000000000001,0.13,88.59,0.332
2006,7,2,2,30,21.200000000000003,0.457,0,7,2.7,2,0.13,89.67,0.331
2006,7,2,3,0,21,0.48,0,7,2.7,2,0.13,91.01,0.331
2006,7,2,3,30,20.8,0.48,0,1,2.6,1.9000000000000001,0.13,92.13,0.33
2006,7,2,4,0,20.5,0.48,0,7,2.6,1.9000000000000001,0.13,94,0.33
2006,7,2,4,30,20.3,0.48,0,7,2.6,1.9000000000000001,0.13,95.16,0.329
2006,7,2,5,0,20.1,0.439,0,7,2.6,1.8,0.13,95.65,0.328
2006,7,2,5,30,20,0.439,0,3,2.7,1.8,0.13,96.24000000000001,0.327
2006,7,2,6,0,20,0.387,0,0,2.7,1.9000000000000001,0.13,93.66,0.327
2006,7,2,6,30,19.900000000000002,0.387,0,0,2.8000000000000003,1.9000000000000001,0.13,94.15,0.326
2006,7,2,7,0,19.900000000000002,0.356,0,0,2.8000000000000003,2,0.13,91.98,0.326
2006,7,2,7,30,19.8,0.356,0,3,3,2,0.13,92.55,0.326
2006,7,2,8,0,19.6,0.364,0,3,3.2,2.1,0.13,92.79,0.326
2006,7,2,8,30,19.5,0.364,0,3,3.5,2,0.13,93.36,0.325
2006,7,2,9,0,19.400000000000002,0.428,0,3,3.8000000000000003,2,0.13,94.47,0.325
2006,7,2,9,30,19.700000000000003,0.428,0,3,4,2.1,0.13,92.74,0.325
2006,7,2,10,0,20,0.47400000000000003,26,1,4.2,2.2,0.13,92.98,0.325
2006,7,2,10,30,20.6,0.47400000000000003,67,0,4.3,2.3000000000000003,0.13,89.61,0.325
2006,7,2,11,0,21.200000000000003,0.45,102,0,4.4,2.4000000000000004,0.13,89.19,0.325
2006,7,2,11,30,22,0.45,133,0,4.3,2.5,0.13,84.95,0.325
2006,7,2,12,0,22.700000000000003,0.46,159,3,4.3,2.6,0.13,84.04,0.326
2006,7,2,12,30,23.400000000000002,0.46,180,3,4.3,2.5,0.13,80.56,0.327
2006,7,2,13,0,24.1,0.417,188,7,4.3,2.5,0.13,80.45,0.327
2006,7,2,13,30,24.8,0.417,202,8,4.2,2.5,0.13,77.16,0.328
2006,7,2,14,0,25.6,0.383,203,8,4.2,2.5,0.13,77.05,0.328
2006,7,2,14,30,26.200000000000003,0.383,211,7,4.2,2.5,0.13,74.38,0.328
2006,7,2,15,0,26.700000000000003,0.369,213,8,4.2,2.4000000000000004,0.13,74.44,0.327
2006,7,2,15,30,27.1,0.369,218,3,4.2,2.4000000000000004,0.13,72.71000000000001,0.327
2006,7,2,16,0,27.400000000000002,0.358,217,7,4.2,2.4000000000000004,0.13,71.94,0.326
2006,7,2,16,30,27.5,0.358,219,3,4.2,2.4000000000000004,0.13,71.52,0.325
2006,7,2,17,0,27.6,0.34700000000000003,216,4,4.3,2.3000000000000003,0.13,71.51,0.325
2006,7,2,17,30,27.6,0.34700000000000003,216,8,4.3,2.3000000000000003,0.13,71.51,0.324
2006,7,2,18,0,27.6,0.382,226,7,4.4,2.2,0.13,72.4,0.323
2006,7,2,18,30,27.6,0.382,222,8,4.5,2.2,0.13,72.33,0.322
2006,7,2,19,0,27.5,0.421,230,2,4.6000000000000005,2.1,0.13,73.95,0.321
2006,7,2,19,30,27.200000000000003,0.421,222,8,4.7,2,0.13,75.25,0.32
2006,7,2,20,0,26.900000000000002,0.481,230,2,4.800000000000001,1.9000000000000001,0.13,77.46000000000001,0.319
2006,7,2,20,30,26.5,0.481,217,3,5,1.9000000000000001,0.13,79.3,0.319
2006,7,2,21,0,26.1,0.436,193,8,5.1000000000000005,1.8,0.13,81.92,0.319
2006,7,2,21,30,25.8,0.436,176,6,5.2,1.7000000000000002,0.13,83.38,0.318
2006,7,2,22,0,25.400000000000002,0.547,172,7,5.300000000000001,1.6,0.13,86.87,0.318
2006,7,2,22,30,25.1,0.547,142,6,5.5,1.6,0.13,88.43,0.317
2006,7,2,23,0,24.700000000000003,1.027,113,6,5.6000000000000005,1.6,0.13,91.54,0.317
2006,7,2,23,30,24.5,1.027,59,6,5.7,1.7000000000000002,0.13,92.73,0.316
2006,7,3,0,0,24.200000000000003,1.6260000000000001,10,6,5.7,1.8,0.13,94.67,0.315
2006,7,3,0,30,24,1.6260000000000001,0,6,5.300000000000001,1.6,0.13,95.8,0.315
2006,7,3,1,0,23.900000000000002,0.888,0,6,5,1.5,0.13,96.41,0.315
2006,7,3,1,30,23.700000000000003,0.888,0,9,4.7,1.5,0.13,97.57000000000001,0.315
2006,7,3,2,0,23.5,0.45,0,6,4.5,1.4000000000000001,0.13,97.86,0.315
2006,7,3,2,30,23.3,0.45,0,6,4.4,1.5,0.13,99.14,0.314
2006,7,3,3,0,23.1,0.341,0,7,4.3,1.6,0.13,98.65,0.314
2006,7,3,3,30,22.900000000000002,0.341,0,4,4.3,1.6,0.13,99.84,0.314
2006,7,3,4,0,22.700000000000003,0.308,0,4,4.3,1.5,0.13,98.73,0.314
2006,7,3,4,30,22.400000000000002,0.308,0,4,4.3,1.5,0.13,100,0.313
2006,7,3,5,0,22.200000000000003,0.313,0,3,4.4,1.4000000000000001,0.13,99.2,0.313
2006,7,3,5,30,22,0.313,0,3,4.5,1.4000000000000001,0.13,100,0.312
2006,7,3,6,0,21.900000000000002,0.326,0,3,4.6000000000000005,1.3,0.13,98.41,0.312
2006,7,3,6,30,21.700000000000003,0.326,0,4,4.6000000000000005,1.3,0.13,99.61,0.311
2006,7,3,7,0,21.5,0.329,0,1,4.6000000000000005,1.2000000000000002,0.13,98.37,0.311
2006,7,3,7,30,21.3,0.329,0,7,4.6000000000000005,1.2000000000000002,0.13,99.68,0.311
2006,7,3,8,0,21.200000000000003,0.326,0,4,4.5,1.1,0.13,98.37,0.311
2006,7,3,8,30,21.1,0.326,0,7,4.4,1,0.13,98.97,0.311
2006,7,3,9,0,21,0.316,0,7,4.4,1,0.13,98.28,0.31
2006,7,3,9,30,21.1,0.316,0,8,4.3,0.9,0.13,97.68,0.311
2006,7,3,10,0,21.200000000000003,0.298,28,8,4.3,0.9,0.13,97.06,0.312
2006,7,3,10,30,21.8,0.298,62,8,4.2,0.9,0.13,93.58,0.314
2006,7,3,11,0,22.400000000000002,0.275,87,8,4.2,0.9,0.13,91.59,0.315
2006,7,3,11,30,23.3,0.275,109,4,4.2,0.9,0.13,86.75,0.316
2006,7,3,12,0,24.3,0.262,123,4,4.1000000000000005,0.8,0.13,82.78,0.317
2006,7,3,12,30,25.200000000000003,0.262,137,4,4.1000000000000005,0.7000000000000001,0.13,78.39,0.316
2006,7,3,13,0,26.1,0.255,146,4,4.1000000000000005,0.5,0.13,73.2,0.316
2006,7,3,13,30,26.8,0.255,155,4,4.1000000000000005,0.4,0.13,70.25,0.316
2006,7,3,14,0,27.5,0.265,166,4,4.1000000000000005,0.4,0.13,67.11,0.315
2006,7,3,14,30,27.900000000000002,0.265,173,3,4.1000000000000005,0.5,0.13,65.57000000000001,0.315
2006,7,3,15,0,28.3,0.233,166,0,4,0.6000000000000001,0.13,65.18,0.315
2006,7,3,15,30,28.6,0.233,170,0,4,0.7000000000000001,0.13,64.06,0.315
2006,7,3,16,0,28.8,0.23600000000000002,174,0,4,0.9,0.13,63.78,0.314
2006,7,3,16,30,28.8,0.23600000000000002,175,0,4,1,0.13,63.71,0.315
2006,7,3,17,0,28.900000000000002,0.247,181,0,3.9000000000000004,1.1,0.13,63.43,0.315
2006,7,3,17,30,28.900000000000002,0.247,180,1,3.9000000000000004,1.1,0.13,63.43,0.316
2006,7,3,18,0,28.8,0.323,207,1,3.9000000000000004,1.2000000000000002,0.13,63.9,0.316
2006,7,3,18,30,28.8,0.323,204,1,3.9000000000000004,1.3,0.13,63.83,0.316
2006,7,3,19,0,28.700000000000003,0.34600000000000003,208,1,3.9000000000000004,1.3,0.13,64.69,0.317
2006,7,3,19,30,28.6,0.34600000000000003,202,3,3.9000000000000004,1.3,0.13,65.07000000000001,0.317
2006,7,3,20,0,28.400000000000002,0.34700000000000003,194,3,3.9000000000000004,1.3,0.13,66.72,0.317
2006,7,3,20,30,28.200000000000003,0.34700000000000003,184,3,3.9000000000000004,1.3,0.13,67.5,0.316
2006,7,3,21,0,27.900000000000002,0.334,169,3,3.9000000000000004,1.3,0.13,70.8,0.316
2006,7,3,21,30,27.5,0.334,155,7,4,1.2000000000000002,0.13,72.47,0.316
2006,7,3,22,0,27.1,0.316,135,7,4,1.2000000000000002,0.13,76.91,0.316
2006,7,3,22,30,26.400000000000002,0.316,115,6,4,1.1,0.13,80.21000000000001,0.315
2006,7,3,23,0,25.700000000000003,0.281,87,8,4,1,0.13,85.66,0.315
2006,7,3,23,30,25,0.281,60,8,4,1,0.13,89.29,0.314
2006,7,4,0,0,24.3,0.252,27,7,4,1,0.13,89.65,0.313
2006,7,4,0,30,24.1,0.252,0,7,3.9000000000000004,1.1,0.13,90.73,0.313
2006,7,4,1,0,23.8,0.217,0,7,3.9000000000000004,1.2000000000000002,0.13,91.5,0.313
2006,7,4,1,30,23.6,0.217,0,7,3.9000000000000004,1.2000000000000002,0.13,92.60000000000001,0.312
2006,7,4,2,0,23.400000000000002,0.195,0,7,3.8000000000000003,1.2000000000000002,0.13,93.38,0.311
2006,7,4,2,30,23.200000000000003,0.195,0,7,3.8000000000000003,1.1,0.13,94.51,0.311
2006,7,4,3,0,23,0.192,0,7,3.8000000000000003,1.1,0.13,95.53,0.31
2006,7,4,3,30,22.700000000000003,0.192,0,7,3.8000000000000003,1.1,0.13,97.18,0.309
2006,7,4,4,0,22.5,0.2,0,4,3.8000000000000003,1,0.13,98.10000000000001,0.309
2006,7,4,4,30,22.400000000000002,0.2,0,8,3.9000000000000004,1,0.13,98.69,0.308
2006,7,4,5,0,22.200000000000003,0.229,0,4,4,1,0.13,99.94,0.307
2006,7,4,5,30,22.200000000000003,0.229,0,7,4.1000000000000005,1,0.13,99.94,0.307
2006,7,4,6,0,22.3,0.268,0,8,4.2,1,0.13,99.74000000000001,0.307
2006,7,4,6,30,22.200000000000003,0.268,0,7,4.3,1,0.13,100,0.307
2006,7,4,7,0,22.1,0.305,0,8,4.3,0.9,0.13,100,0.307
2006,7,4,7,30,22,0.305,0,7,4.4,0.8,0.13,100,0.306
2006,7,4,8,0,21.900000000000002,0.341,0,4,4.5,0.8,0.13,100,0.306
2006,7,4,8,30,21.8,0.341,0,4,4.5,0.7000000000000001,0.13,100,0.306
2006,7,4,9,0,21.700000000000003,0.354,0,4,4.5,0.7000000000000001,0.13,100,0.306
2006,7,4,9,30,22.200000000000003,0.354,0,4,4.6000000000000005,0.7000000000000001,0.13,97.73,0.307
2006,7,4,10,0,22.700000000000003,0.375,26,3,4.6000000000000005,0.7000000000000001,0.13,97.79,0.307
2006,7,4,10,30,23.200000000000003,0.375,63,3,4.6000000000000005,0.8,0.13,94.89,0.307
2006,7,4,11,0,23.6,0.41600000000000004,98,7,4.7,0.9,0.13,93.36,0.307
2006,7,4,11,30,24.200000000000003,0.41600000000000004,127,7,4.800000000000001,0.9,0.13,90.07000000000001,0.307
2006,7,4,12,0,24.700000000000003,0.457,158,8,4.800000000000001,1,0.13,88.72,0.307
2006,7,4,12,30,25.200000000000003,0.457,179,7,4.800000000000001,1,0.13,86.12,0.306
2006,7,4,13,0,25.700000000000003,0.47300000000000003,200,7,4.800000000000001,1,0.13,84.31,0.306
2006,7,4,13,30,26.3,0.47300000000000003,215,7,4.7,1,0.13,81.38,0.306
2006,7,4,14,0,26.900000000000002,0.41600000000000004,211,3,4.6000000000000005,1,0.13,76.01,0.305
2006,7,4,14,30,27.5,0.41600000000000004,220,4,4.5,1.2000000000000002,0.13,73.4,0.305
2006,7,4,15,0,28,0.548,265,7,4.4,1.3,0.13,67.3,0.304
2006,7,4,15,30,28.200000000000003,0.548,271,3,4.4,1.4000000000000001,0.13,66.46000000000001,0.304
2006,7,4,16,0,28.5,0.527,270,0,4.4,1.5,0.13,64.48,0.304
2006,7,4,16,30,28.5,0.527,273,4,4.4,1.5,0.13,64.48,0.304
2006,7,4,17,0,28.5,0.526,274,4,4.5,1.6,0.13,65.8,0.304
2006,7,4,17,30,28.200000000000003,0.526,273,4,4.5,1.5,0.13,66.96000000000001,0.304
2006,7,4,18,0,27.900000000000002,1.006,386,3,4.5,1.5,0.13,71.59,0.304
2006,7,4,18,30,27.6,1.006,378,8,4.6000000000000005,1.5,0.13,72.85000000000001,0.304
2006,7,4,19,0,27.3,0.886,343,7,4.6000000000000005,1.5,0.13,77.34,0.304
2006,7,4,19,30,26.900000000000002,0.886,330,6,4.7,1.5,0.13,79.16,0.304
2006,7,4,20,0,26.6,0.77,293,6,4.7,1.5,0.13,83.12,0.303
2006,7,4,20,30,26.200000000000003,0.77,274,6,4.800000000000001,1.5,0.13,85.09,0.303
2006,7,4,21,0,25.900000000000002,0.648,233,7,4.9,1.4000000000000001,0.13,87.94,0.303
2006,7,4,21,30,25.6,0.648,210,8,4.9,1.4000000000000001,0.13,89.51,0.303
2006,7,4,22,0,25.3,0.529,168,4,4.9,1.3,0.13,91.17,0.303
2006,7,4,22,30,24.900000000000002,0.529,139,0,4.9,1.3,0.13,93.36,0.302
2006,7,4,23,0,24.6,0.402,98,1,4.800000000000001,1.2000000000000002,0.13,94.31,0.302
2006,7,4,23,30,24.3,0.402,63,4,4.7,1.3,0.13,96.01,0.303
2006,7,5,0,0,24,0.307,27,7,4.7,1.3,0.13,96.16,0.303
2006,7,5,0,30,23.8,0.307,0,7,4.6000000000000005,1.3,0.13,97.32000000000001,0.303
2006,7,5,1,0,23.6,0.254,0,7,4.5,1.3,0.13,97.03,0.303
2006,7,5,1,30,23.400000000000002,0.254,0,6,4.5,1.3,0.13,98.21000000000001,0.303
2006,7,5,2,0,23.200000000000003,0.24,0,7,4.5,1.3,0.13,97.77,0.303
2006,7,5,2,30,23.1,0.24,0,7,4.5,1.4000000000000001,0.13,98.36,0.304
2006,7,5,3,0,22.900000000000002,0.266,0,8,4.6000000000000005,1.5,0.13,98.11,0.304
2006,7,5,3,30,22.8,0.266,0,8,4.7,1.5,0.13,98.7,0.304
